week,sku,weekly_sales,feat_main_page,color,price,vendor,functionality
2017-09-25,6,18.0,False,blue,35.69,3,4
2017-10-02,6,15.0,False,blue,30.44,3,4
2017-10-09,6,8.0,False,blue,29.36,3,4
2017-10-16,6,19.0,False,blue,32.44,3,4
2017-10-23,6,25.0,False,blue,31.44,3,4
2017-10-30,6,21.0,False,blue,31.44,3,4
2017-11-06,6,9.0,False,blue,32.44,3,4
2017-11-13,6,17.0,False,blue,32.44,3,4
2017-11-20,6,11.0,False,blue,32.44,3,4
2017-11-27,6,22.0,False,blue,47.43,3,4
2017-12-04,6,10.0,False,blue,31.01,3,4
2017-12-11,6,23.0,False,blue,30.19,3,4
2017-12-18,6,7.0,False,blue,31.44,3,4
2017-12-25,6,10.0,False,blue,32.44,3,4
2018-01-01,6,9.0,False,blue,31.44,3,4
2018-01-08,6,10.0,False,blue,31.44,3,4
2018-01-15,6,5.0,False,blue,31.44,3,4
2018-01-22,6,11.0,False,blue,32.44,3,4
2018-01-29,6,4.0,False,blue,31.44,3,4
2018-02-05,6,6.0,False,blue,40.56,3,4
2018-02-12,6,5.0,False,blue,42.56,3,4
2018-02-19,6,4.0,False,blue,40.56,3,4
2018-02-26,6,11.0,False,blue,41.56,3,4
2018-03-05,6,13.0,False,blue,41.56,3,4
2018-03-12,6,13.0,False,blue,41.56,3,4
2018-03-19,6,33.0,True,blue,42.56,3,4
2018-03-26,6,16.0,False,blue,41.56,3,4
2018-04-02,6,20.0,False,blue,40.56,3,4
2018-04-09,6,30.0,False,blue,42.56,3,4
2018-04-16,6,18.0,False,blue,41.56,3,4
2018-04-23,6,23.0,False,blue,40.56,3,4
2018-04-30,6,11.0,False,blue,42.76,3,4
2018-05-07,6,14.0,False,blue,41.99,3,4
2018-05-14,6,16.0,False,blue,43.99,3,4
2018-05-21,6,14.0,False,blue,40.56,3,4
2018-05-28,6,15.0,False,blue,43.27,3,4
2018-06-04,6,16.0,False,blue,43.99,3,4
2018-06-11,6,19.0,False,blue,41.99,3,4
2018-06-18,6,18.0,False,blue,42.99,3,4
2018-06-25,6,22.0,False,blue,43.99,3,4
2018-07-02,6,11.0,False,blue,43.99,3,4
2018-07-09,6,10.0,False,blue,41.99,3,4
2018-07-16,6,7.0,False,blue,42.99,3,4
2018-07-23,6,9.0,False,blue,63.99,3,4
2018-07-30,6,20.0,True,blue,64.99,3,4
2018-08-06,6,15.0,False,blue,43.99,3,4
2018-08-13,6,12.0,False,blue,43.99,3,4
2018-08-20,6,10.0,False,blue,65.99,3,4
2018-08-27,6,9.0,False,blue,41.99,3,4
2018-09-03,6,10.0,False,blue,41.99,3,4
2018-09-10,6,23.0,False,blue,35.22,3,4
2018-09-17,6,12.0,False,blue,63.99,3,4
2018-09-24,6,15.0,False,blue,43.99,3,4
2016-10-31,7,78.0,True,blue,9.04,3,4
2016-11-07,7,34.0,False,blue,8.89,3,4
2016-11-14,7,32.0,False,blue,7.89,3,4
2016-11-21,7,46.0,False,blue,8.89,3,4
2016-11-28,7,37.0,False,blue,9.89,3,4
2016-12-05,7,48.0,False,blue,7.88,3,4
2016-12-12,7,61.0,False,blue,8.03,3,4
2016-12-19,7,63.0,False,blue,7.79,3,4
2016-12-26,7,48.0,False,blue,7.86,3,4
2017-01-02,7,38.0,False,blue,7.89,3,4
2017-01-09,7,111.0,False,blue,8.64,3,4
2017-01-16,7,45.0,False,blue,8.8,3,4
2017-01-23,7,119.0,False,blue,9.73,3,4
2017-01-30,7,63.0,False,blue,7.84,3,4
2017-02-06,7,102.0,False,blue,9.79,3,4
2017-02-13,7,50.0,False,blue,7.86,3,4
2017-02-20,7,98.0,False,blue,9.87,3,4
2017-02-27,7,48.0,False,blue,7.88,3,4
2017-03-06,7,39.0,False,blue,9.87,3,4
2017-03-13,7,68.0,False,blue,7.53,3,4
2017-03-20,7,70.0,False,blue,8.82,3,4
2017-03-27,7,72.0,False,blue,7.82,3,4
2017-04-03,7,100.0,False,blue,8.88,3,4
2017-04-10,7,107.0,False,blue,9.89,3,4
2017-04-17,7,56.0,False,blue,9.85,3,4
2017-04-24,7,66.0,False,blue,9.75,3,4
2017-05-01,7,86.0,False,blue,8.88,3,4
2017-05-08,7,21.0,False,blue,7.89,3,4
2017-05-15,7,32.0,False,blue,10.07,3,4
2017-05-22,7,21.0,False,blue,10.26,3,4
2017-05-29,7,48.0,False,blue,8.62,3,4
2017-06-05,7,85.0,False,blue,9.44,3,4
2017-06-12,7,12.0,False,blue,8.44,3,4
2017-06-19,7,44.0,False,blue,10.44,3,4
2017-06-26,7,51.0,False,blue,9.44,3,4
2017-07-03,7,54.0,False,blue,10.44,3,4
2017-07-10,7,72.0,False,blue,8.75,3,4
2017-07-17,7,77.0,False,blue,10.4,3,4
2017-07-24,7,48.0,False,blue,10.24,3,4
2017-07-31,7,83.0,False,blue,9.44,3,4
2017-08-07,7,77.0,False,blue,8.44,3,4
2017-08-14,7,69.0,False,blue,9.05,3,4
2017-08-21,7,108.0,False,blue,9.44,3,4
2017-08-28,7,81.0,False,blue,9.99,3,4
2017-09-04,7,146.0,False,blue,8.94,3,4
2017-09-11,7,86.0,False,blue,10.37,3,4
2017-09-18,7,70.0,True,blue,6.29,3,4
2017-09-25,7,180.0,True,blue,7.88,3,4
2017-10-02,7,141.0,False,blue,8.89,3,4
2017-10-09,7,87.0,False,blue,8.89,3,4
2017-10-16,7,274.0,False,blue,7.89,3,4
2017-10-23,7,141.0,False,blue,9.89,3,4
2017-10-30,7,102.0,False,blue,9.89,3,4
2017-11-06,7,94.0,False,blue,9.89,3,4
2017-11-13,7,59.0,False,blue,7.89,3,4
2017-11-20,7,114.0,False,blue,7.89,3,4
2017-11-27,7,77.0,False,blue,7.89,3,4
2017-12-04,7,61.0,False,blue,9.75,3,4
2017-12-11,7,13.0,False,blue,21.77,3,4
2017-12-18,7,18.0,False,blue,19.77,3,4
2017-12-25,7,5.0,False,blue,20.77,3,4
2018-01-01,7,6.0,False,blue,13.29,3,4
2018-01-08,7,3.0,False,blue,19.77,3,4
2018-01-15,7,6.0,False,blue,21.77,3,4
2018-01-22,7,3.0,False,blue,20.77,3,4
2018-01-29,7,7.0,False,blue,19.77,3,4
2018-02-05,7,3.0,False,blue,19.77,3,4
2018-02-12,7,13.0,True,blue,21.77,3,4
2018-02-19,7,2.0,True,blue,19.77,3,4
2018-02-26,7,6.0,False,blue,21.77,3,4
2018-03-05,7,21.0,False,blue,20.77,3,4
2018-03-12,7,22.0,False,blue,19.77,3,4
2018-03-19,7,24.0,False,blue,20.77,3,4
2018-03-26,7,24.0,False,blue,23.46,3,4
2018-04-02,7,21.0,False,blue,15.52,3,4
2018-04-09,7,44.0,False,blue,10.99,3,4
2018-04-16,7,42.0,False,blue,9.99,3,4
2018-04-23,7,97.0,False,blue,8.99,3,4
2018-04-30,7,25.0,False,blue,17.79,3,4
2018-05-07,7,45.0,False,blue,12.08,3,4
2018-05-14,7,148.0,False,blue,8.84,3,4
2018-05-21,7,239.0,False,blue,9.82,3,4
2018-05-28,7,137.0,False,blue,7.79,3,4
2018-06-04,7,45.0,False,blue,7.79,3,4
2018-06-11,7,31.0,False,blue,7.79,3,4
2018-06-18,7,226.0,False,blue,6.83,3,4
2018-06-25,7,631.0,False,blue,7.8,3,4
2018-07-02,7,35.0,False,blue,15.18,3,4
2018-07-09,7,68.0,False,blue,8.85,3,4
2018-07-16,7,321.0,False,blue,6.75,3,4
2018-07-23,7,511.0,False,blue,7.79,3,4
2018-07-30,7,30.0,False,blue,14.11,3,4
2018-08-06,7,34.0,True,blue,17.79,3,4
2018-08-13,7,25.0,False,blue,17.61,3,4
2018-08-20,7,42.0,False,blue,16.76,3,4
2018-08-27,7,56.0,False,blue,10.79,3,4
2018-09-03,7,134.0,False,blue,6.78,3,4
2018-09-10,7,200.0,False,blue,8.16,3,4
2018-09-17,7,28.0,False,blue,13.73,3,4
2018-09-24,7,724.0,False,blue,6.26,3,4
2016-10-31,8,31.0,True,black,106.24,10,3
2016-11-07,8,25.0,True,black,107.99,10,3
2016-11-14,8,26.0,True,black,116.75,10,3
2016-11-21,8,24.0,True,black,109.99,10,3
2016-11-28,8,38.0,True,black,103.35,10,3
2016-12-05,8,30.0,True,black,112.92,10,3
2016-12-12,8,33.0,True,black,108.7,10,3
2016-12-19,8,27.0,True,black,113.05,10,3
2016-12-26,8,33.0,True,black,108.47,10,3
2017-01-02,8,37.0,True,black,113.66,10,3
2017-01-09,8,31.0,True,black,104.04,10,3
2017-01-16,8,45.0,True,black,110.0,10,3
2017-01-23,8,29.0,True,black,106.16,10,3
2017-01-30,8,22.0,True,black,111.97,10,3
2017-02-06,8,14.0,False,black,118.57,10,3
2017-02-13,8,32.0,True,black,108.71,10,3
2017-02-20,8,14.0,False,black,150.15,10,3
2017-02-27,8,23.0,True,black,105.36,10,3
2017-03-06,8,15.0,False,black,130.26,10,3
2017-03-13,8,26.0,False,black,130.65,10,3
2017-03-20,8,37.0,True,black,110.17,10,3
2017-03-27,8,43.0,True,black,111.93,10,3
2017-04-03,8,48.0,True,black,105.86,10,3
2017-04-10,8,18.0,False,black,143.47,10,3
2017-04-17,8,37.0,True,black,108.99,10,3
2017-04-24,8,23.0,False,black,135.8,10,3
2017-05-01,8,60.0,True,black,109.04,10,3
2017-05-08,8,37.0,False,black,130.78,10,3
2017-05-15,8,55.0,True,black,111.69,10,3
2017-05-22,8,20.0,False,black,120.61,10,3
2017-05-29,8,57.0,True,black,110.56,10,3
2017-06-05,8,42.0,True,black,112.72,10,3
2017-06-12,8,59.0,True,black,109.74,10,3
2017-06-19,8,47.0,True,black,111.24,10,3
2017-06-26,8,46.0,True,black,102.97,10,3
2017-07-03,8,41.0,True,black,108.34,10,3
2017-07-10,8,39.0,True,black,104.51,10,3
2017-07-17,8,51.0,True,black,99.62,10,3
2017-07-24,8,27.0,True,black,95.16,10,3
2017-07-31,8,13.0,False,black,129.99,10,3
2017-08-07,8,32.0,False,black,117.9,10,3
2017-08-14,8,73.0,True,black,75.97,10,3
2017-08-21,8,65.0,True,black,80.73,10,3
2017-08-28,8,14.0,False,black,137.06,10,3
2017-09-04,8,22.0,True,black,86.47,10,3
2017-09-11,8,15.0,True,black,82.86,10,3
2017-09-18,8,32.0,True,black,98.22,10,3
2017-09-25,8,26.0,True,black,97.58,10,3
2017-10-02,8,44.0,True,black,88.41,10,3
2017-10-09,8,46.0,True,black,86.77,10,3
2017-10-16,8,52.0,True,black,82.85,10,3
2017-10-23,8,31.0,True,black,107.79,10,3
2017-10-30,8,20.0,False,black,118.24,10,3
2017-11-06,8,24.0,False,black,105.59,10,3
2017-11-13,8,15.0,False,black,127.34,10,3
2017-11-20,8,12.0,False,black,141.99,10,3
2017-11-27,8,23.0,False,black,109.2,10,3
2017-12-04,8,29.0,False,black,122.72,10,3
2017-12-11,8,28.0,False,black,106.54,10,3
2017-12-18,8,18.0,False,black,118.25,10,3
2017-12-25,8,24.0,False,black,109.31,10,3
2018-01-01,8,16.0,False,black,133.97,10,3
2018-01-08,8,32.0,False,black,114.94,10,3
2018-01-15,8,21.0,False,black,105.64,10,3
2018-01-22,8,24.0,False,black,122.95,10,3
2018-01-29,8,16.0,True,black,107.99,10,3
2018-02-05,8,31.0,True,black,110.58,10,3
2018-02-12,8,21.0,True,black,141.49,10,3
2018-02-19,8,17.0,True,black,106.55,10,3
2018-02-26,8,13.0,False,black,169.57,10,3
2018-03-05,8,19.0,True,black,134.74,10,3
2018-03-12,8,32.0,True,black,103.41,10,3
2018-03-19,8,39.0,False,black,105.93,10,3
2018-03-26,8,39.0,False,black,106.95,10,3
2018-04-02,8,40.0,True,black,104.27,10,3
2018-04-09,8,22.0,False,black,111.74,10,3
2018-04-16,8,38.0,True,black,107.39,10,3
2018-04-23,8,29.0,True,black,115.05,10,3
2018-04-30,8,44.0,True,black,102.2,10,3
2018-05-07,8,24.0,False,black,114.64,10,3
2018-05-14,8,25.0,True,black,147.37,10,3
2018-05-21,8,42.0,False,black,103.46,10,3
2018-05-28,8,22.0,False,black,138.84,10,3
2018-06-04,8,26.0,False,black,121.94,10,3
2018-06-11,8,42.0,False,black,108.49,10,3
2018-06-18,8,33.0,False,black,120.97,10,3
2018-06-25,8,49.0,True,black,109.97,10,3
2018-07-02,8,47.0,True,black,107.3,10,3
2018-07-09,8,32.0,False,black,107.99,10,3
2018-07-16,8,30.0,False,black,119.21,10,3
2018-07-23,8,37.0,True,black,108.49,10,3
2018-07-30,8,34.0,True,black,108.39,10,3
2018-08-06,8,15.0,False,black,127.55,10,3
2018-08-13,8,37.0,True,black,107.47,10,3
2018-08-20,8,24.0,True,black,107.03,10,3
2018-08-27,8,16.0,True,black,122.22,10,3
2018-09-03,8,13.0,False,black,140.99,10,3
2018-09-10,8,22.0,True,black,109.99,10,3
2018-09-17,8,25.0,True,black,101.8,10,3
2018-09-24,8,27.0,True,black,109.19,10,3
2016-10-31,9,94.0,True,black,141.41,9,11
2016-11-07,9,60.0,True,black,143.56,9,11
2016-11-14,9,54.0,True,,139.44,9,11
2016-11-21,9,71.0,True,,141.16,9,11
2016-11-28,9,55.0,True,black,138.72,9,11
2016-12-05,9,56.0,True,black,139.52,9,11
2016-12-12,9,49.0,True,black,143.83,9,11
2016-12-19,9,42.0,True,black,141.3,9,11
2016-12-26,9,54.0,True,black,140.21,9,11
2017-01-02,9,44.0,True,black,128.82,9,11
2017-01-09,9,62.0,True,black,143.06,9,11
2017-01-16,9,51.0,True,black,142.13,9,11
2017-01-23,9,73.0,True,black,140.25,9,11
2017-01-30,9,39.0,True,black,139.74,9,11
2017-02-06,9,40.0,True,black,137.74,9,11
2017-02-13,9,74.0,True,black,138.05,9,11
2017-02-20,9,47.0,True,black,146.58,9,11
2017-02-27,9,77.0,True,black,139.91,9,11
2017-03-06,9,73.0,True,black,140.69,9,11
2017-03-13,9,82.0,True,black,141.42,9,11
2017-03-20,9,53.0,True,black,156.97,9,11
2017-03-27,9,74.0,True,black,140.37,9,11
2017-04-03,9,107.0,True,black,141.98,9,11
2017-04-10,9,56.0,True,black,153.43,9,11
2017-04-17,9,36.0,True,black,158.81,9,11
2017-04-24,9,27.0,True,black,156.91,9,11
2017-05-01,9,61.0,True,black,155.83,9,11
2017-05-08,9,56.0,True,black,152.99,9,11
2017-05-15,9,57.0,True,black,153.82,9,11
2017-05-22,9,74.0,True,black,150.49,9,11
2017-05-29,9,54.0,True,black,154.64,9,11
2017-06-05,9,45.0,True,black,149.71,9,11
2017-06-12,9,63.0,True,black,151.79,9,11
2017-06-19,9,96.0,True,black,153.99,9,11
2017-06-26,9,82.0,True,black,154.61,9,11
2017-07-03,9,141.0,True,black,149.24,9,11
2017-07-10,9,193.0,True,black,150.01,9,11
2017-07-17,9,137.0,True,black,153.22,9,11
2017-07-24,9,48.0,False,black,168.93,9,11
2017-07-31,9,104.0,True,black,152.51,9,11
2017-08-07,9,106.0,True,black,153.54,9,11
2017-08-14,9,75.0,True,black,153.47,9,11
2017-08-21,9,126.0,True,black,150.61,9,11
2017-08-28,9,116.0,True,black,152.99,9,11
2017-09-04,9,108.0,True,black,154.42,9,11
2017-09-11,9,77.0,True,black,155.44,9,11
2017-09-18,9,141.0,True,black,153.51,9,11
2017-09-25,9,175.0,True,black,153.0,9,11
2017-10-02,9,214.0,True,black,151.91,9,11
2017-10-09,9,233.0,True,black,154.39,9,11
2017-10-16,9,106.0,True,black,164.15,9,11
2017-10-23,9,85.0,True,black,162.82,9,11
2017-10-30,9,108.0,True,black,162.09,9,11
2017-11-06,9,85.0,False,black,167.49,9,11
2017-11-13,9,46.0,False,black,184.37,9,11
2017-11-20,9,61.0,False,black,177.61,9,11
2017-11-27,9,78.0,False,black,160.21,9,11
2017-12-04,9,83.0,False,black,165.08,9,11
2017-12-11,9,59.0,False,black,182.9,9,11
2017-12-18,9,87.0,False,black,166.72,9,11
2017-12-25,9,104.0,False,black,160.28,9,11
2018-01-01,9,48.0,False,black,168.5,9,11
2018-01-08,9,110.0,False,black,163.54,9,11
2018-01-15,9,94.0,False,black,161.78,9,11
2018-01-22,9,98.0,False,black,162.63,9,11
2018-01-29,9,60.0,True,black,168.2,9,11
2018-02-05,9,59.0,True,black,184.63,9,11
2018-02-12,9,88.0,True,black,162.56,9,11
2018-02-19,9,74.0,False,black,167.05,9,11
2018-02-26,9,42.0,True,black,186.79,9,11
2018-03-05,9,35.0,True,black,204.46,9,11
2018-03-12,9,85.0,True,black,174.53,9,11
2018-03-19,9,113.0,False,black,163.7,9,11
2018-03-26,9,81.0,True,black,168.03,9,11
2018-04-02,9,75.0,True,black,182.45,9,11
2018-04-09,9,118.0,True,black,165.4,9,11
2018-04-16,9,60.0,False,black,174.99,9,11
2018-04-23,9,32.0,True,black,178.73,9,11
2018-04-30,9,40.0,True,black,203.15,9,11
2018-05-07,9,98.0,True,black,172.83,9,11
2018-05-14,9,80.0,False,black,173.57,9,11
2018-05-21,9,43.0,True,black,174.99,9,11
2018-05-28,9,76.0,True,black,170.1,9,11
2018-06-04,9,87.0,True,black,174.86,9,11
2018-06-11,9,60.0,True,black,181.21,9,11
2018-06-18,9,89.0,False,black,175.41,9,11
2018-06-25,9,58.0,True,black,177.19,9,11
2018-07-02,9,19.0,True,black,196.99,9,11
2018-07-09,9,16.0,True,black,227.72,9,11
2018-07-16,9,42.0,True,black,171.04,9,11
2018-07-23,9,64.0,True,black,171.95,9,11
2018-07-30,9,19.0,False,black,190.59,9,11
2018-08-06,9,27.0,True,black,190.73,9,11
2018-08-13,9,29.0,True,black,174.99,9,11
2018-08-20,9,37.0,True,black,192.82,9,11
2018-08-27,9,31.0,True,black,173.99,9,11
2018-09-03,9,50.0,False,black,168.81,9,11
2018-09-10,9,26.0,True,black,175.99,9,11
2018-09-17,9,20.0,False,black,173.83,9,11
2018-09-24,9,48.0,True,black,174.17,9,11
2016-10-31,10,8.0,True,white,186.99,9,10
2016-11-07,10,7.0,True,white,189.33,9,10
2016-11-14,10,3.0,True,white,186.99,9,10
2016-11-21,10,8.0,True,white,186.99,9,10
2016-11-28,10,8.0,True,white,185.99,9,10
2016-12-05,10,11.0,True,white,181.57,9,10
2016-12-12,10,5.0,True,white,185.99,9,10
2016-12-19,10,8.0,True,white,184.99,9,10
2016-12-26,10,9.0,True,white,184.99,9,10
2017-01-02,10,10.0,True,white,178.61,9,10
2017-01-09,10,7.0,True,white,184.99,9,10
2017-01-16,10,8.0,True,white,186.99,9,10
2017-01-23,10,6.0,True,white,186.99,9,10
2017-01-30,10,10.0,True,white,186.99,9,10
2017-02-06,10,10.0,True,white,183.41,9,10
2017-02-13,10,8.0,True,white,186.16,9,10
2017-02-20,10,5.0,True,white,185.32,9,10
2017-02-27,10,4.0,True,white,184.99,9,10
2017-03-06,10,6.0,True,white,186.99,9,10
2017-03-13,10,11.0,True,white,182.49,9,10
2017-03-20,10,7.0,True,white,185.99,9,10
2017-03-27,10,10.0,True,white,182.14,9,10
2017-04-03,10,17.0,True,white,184.27,9,10
2017-04-10,10,13.0,True,white,184.99,9,10
2017-04-17,10,11.0,True,white,189.13,9,10
2017-04-24,10,8.0,True,white,184.99,9,10
2017-05-01,10,15.0,True,white,140.24,9,10
2017-05-08,10,9.0,True,white,130.89,9,10
2017-05-15,10,15.0,True,white,152.99,9,10
2017-05-22,10,13.0,True,white,143.06,9,10
2017-05-29,10,12.0,True,white,185.99,9,10
2017-06-05,10,8.0,True,white,188.19,9,10
2017-06-12,10,8.0,True,white,188.62,9,10
2017-06-19,10,12.0,True,white,187.46,9,10
2017-06-26,10,7.0,False,white,189.39,9,10
2017-07-03,10,29.0,True,white,178.76,9,10
2017-07-10,10,16.0,True,white,188.68,9,10
2017-07-17,10,8.0,True,white,191.49,9,10
2017-07-24,10,16.0,True,white,184.27,9,10
2017-07-31,10,21.0,True,white,186.88,9,10
2017-08-07,10,16.0,True,white,185.99,9,10
2017-08-14,10,15.0,True,white,185.99,9,10
2017-08-21,10,15.0,True,white,183.95,9,10
2017-08-28,10,14.0,True,white,187.84,9,10
2017-09-04,10,16.0,True,white,180.31,9,10
2017-09-11,10,15.0,True,white,181.94,9,10
2017-09-18,10,24.0,True,white,192.33,9,10
2017-09-25,10,18.0,True,white,187.36,9,10
2017-10-02,10,6.0,True,white,197.99,9,10
2017-10-09,10,13.0,True,white,197.99,9,10
2017-10-16,10,5.0,True,white,196.99,9,10
2017-10-23,10,7.0,False,white,197.99,9,10
2017-10-30,10,10.0,False,white,196.99,9,10
2017-11-06,10,12.0,False,white,196.99,9,10
2017-11-13,10,15.0,False,white,195.99,9,10
2017-11-20,10,11.0,False,white,195.99,9,10
2017-11-27,10,5.0,False,white,196.99,9,10
2017-12-04,10,8.0,False,white,197.99,9,10
2017-12-11,10,16.0,False,white,196.99,9,10
2017-12-18,10,13.0,False,white,195.99,9,10
2017-12-25,10,12.0,False,white,195.99,9,10
2018-01-01,10,7.0,False,white,197.99,9,10
2018-01-08,10,16.0,False,white,196.99,9,10
2018-01-15,10,10.0,False,white,196.99,9,10
2018-01-22,10,7.0,False,white,195.99,9,10
2018-01-29,10,14.0,True,white,197.99,9,10
2018-02-05,10,12.0,False,white,168.7,9,10
2018-02-12,10,11.0,True,white,195.99,9,10
2018-02-19,10,18.0,True,white,196.94,9,10
2018-02-26,10,12.0,True,white,197.99,9,10
2018-03-05,10,13.0,True,white,195.99,9,10
2018-03-12,10,14.0,True,white,194.41,9,10
2018-03-19,10,13.0,True,white,197.99,9,10
2018-03-26,10,16.0,True,white,195.99,9,10
2018-04-02,10,15.0,True,white,195.99,9,10
2018-04-09,10,10.0,True,white,197.99,9,10
2018-04-16,10,13.0,True,white,195.42,9,10
2018-04-23,10,11.0,True,white,196.99,9,10
2018-04-30,10,14.0,True,white,195.99,9,10
2018-05-07,10,21.0,True,white,196.99,9,10
2018-05-14,10,20.0,True,white,195.99,9,10
2018-05-21,10,12.0,False,white,195.99,9,10
2018-05-28,10,16.0,True,white,196.99,9,10
2018-06-04,10,16.0,False,white,195.99,9,10
2018-06-11,10,15.0,False,white,197.99,9,10
2018-06-18,10,18.0,True,white,196.77,9,10
2018-06-25,10,33.0,True,white,197.58,9,10
2018-07-02,10,12.0,True,white,197.99,9,10
2018-07-09,10,16.0,False,white,191.67,9,10
2018-07-16,10,29.0,True,white,187.11,9,10
2018-07-23,10,37.0,False,white,187.58,9,10
2018-07-30,10,75.0,True,white,189.7,9,10
2018-08-06,10,29.0,True,white,196.3,9,10
2018-08-13,10,25.0,True,white,195.06,9,10
2018-08-20,10,20.0,False,white,195.52,9,10
2018-08-27,10,26.0,True,white,195.99,9,10
2018-09-03,10,18.0,True,white,192.57,9,10
2018-09-10,10,43.0,False,white,183.26,9,10
2018-09-17,10,41.0,False,white,179.82,9,10
2018-09-24,10,42.0,False,white,192.13,9,10
2016-10-31,11,28.0,False,black,32.99,10,1
2016-11-07,11,24.0,False,black,32.99,10,1
2016-11-14,11,17.0,False,black,31.99,10,1
2016-11-21,11,17.0,False,black,30.99,10,1
2016-11-28,11,31.0,False,black,30.99,10,1
2016-12-05,11,19.0,False,black,30.99,10,1
2016-12-12,11,19.0,False,black,29.31,10,1
2016-12-19,11,21.0,False,black,32.35,10,1
2016-12-26,11,16.0,False,black,30.05,10,1
2017-01-02,11,17.0,False,black,31.99,10,1
2017-01-09,11,31.0,False,black,30.79,10,1
2017-01-16,11,39.0,False,black,32.99,10,1
2017-01-23,11,19.0,False,black,30.99,10,1
2017-01-30,11,11.0,False,black,32.99,10,1
2017-02-06,11,18.0,False,black,31.99,10,1
2017-02-13,11,18.0,False,black,31.99,10,1
2017-02-20,11,28.0,False,black,31.99,10,1
2017-02-27,11,10.0,False,black,31.85,10,1
2017-03-06,11,8.0,False,black,32.99,10,1
2017-03-13,11,11.0,False,black,32.43,10,1
2017-03-20,11,18.0,False,black,30.99,10,1
2017-03-27,11,16.0,False,black,32.99,10,1
2017-04-03,11,8.0,False,black,31.99,10,1
2017-04-10,11,23.0,False,black,31.99,10,1
2017-04-17,11,27.0,False,black,30.99,10,1
2017-04-24,11,14.0,False,black,30.99,10,1
2017-05-01,11,273.0,False,black,30.99,10,1
2017-05-08,11,14.0,False,black,32.99,10,1
2017-05-15,11,19.0,False,black,30.99,10,1
2017-05-22,11,14.0,False,black,31.99,10,1
2017-05-29,11,25.0,False,black,31.99,10,1
2017-06-05,11,21.0,False,black,31.99,10,1
2017-06-12,11,114.0,False,black,32.99,10,1
2017-06-19,11,12.0,False,black,31.4,10,1
2017-06-26,11,18.0,False,black,30.99,10,1
2017-07-03,11,14.0,False,black,30.99,10,1
2017-07-10,11,121.0,False,black,27.86,10,1
2017-07-17,11,174.0,False,black,27.49,10,1
2017-07-24,11,93.0,False,black,27.49,10,1
2017-07-31,11,31.0,False,black,26.49,10,1
2017-08-07,11,114.0,True,black,26.49,10,1
2017-08-14,11,132.0,False,black,22.54,10,1
2017-08-21,11,27.0,False,black,27.25,10,1
2017-08-28,11,23.0,False,black,29.25,10,1
2017-09-04,11,7.0,False,black,29.25,10,1
2017-09-11,11,68.0,False,black,27.25,10,1
2017-09-18,11,27.0,False,black,27.25,10,1
2017-09-25,11,28.0,False,black,28.12,10,1
2017-10-02,11,13.0,False,black,30.17,10,1
2017-10-09,11,20.0,False,black,28.44,10,1
2017-10-16,11,79.0,False,black,29.29,10,1
2017-10-23,11,102.0,False,black,32.37,10,1
2017-10-30,11,13.0,False,black,31.66,10,1
2017-11-06,11,51.0,False,black,28.69,10,1
2017-11-13,11,87.0,False,black,27.69,10,1
2017-11-20,11,36.0,False,black,27.86,10,1
2017-11-27,11,53.0,False,black,28.69,10,1
2017-12-04,11,11.0,False,black,25.98,10,1
2017-12-11,11,41.0,False,black,27.69,10,1
2017-12-18,11,155.0,False,black,29.69,10,1
2017-12-25,11,67.0,False,black,27.69,10,1
2018-01-01,11,22.0,False,black,29.69,10,1
2018-01-08,11,93.0,False,black,28.74,10,1
2018-01-15,11,61.0,False,black,30.45,10,1
2018-01-22,11,20.0,False,black,29.45,10,1
2018-01-29,11,18.0,False,black,31.45,10,1
2018-02-05,11,77.0,False,black,30.45,10,1
2018-02-12,11,22.0,False,black,30.45,10,1
2018-02-19,11,27.0,False,black,30.45,10,1
2018-02-26,11,24.0,False,black,31.08,10,1
2018-03-05,11,30.0,False,black,29.45,10,1
2018-03-12,11,35.0,False,black,31.45,10,1
2018-03-19,11,24.0,False,black,30.29,10,1
2018-03-26,11,304.0,False,black,23.23,10,1
2018-04-02,11,208.0,False,black,17.91,10,1
2018-04-09,11,109.0,False,black,28.17,10,1
2018-04-16,11,26.0,False,black,29.45,10,1
2018-04-23,11,32.0,False,black,30.45,10,1
2018-04-30,11,34.0,False,black,31.37,10,1
2018-05-07,11,140.0,False,black,30.45,10,1
2018-05-14,11,30.0,False,black,30.34,10,1
2018-05-21,11,28.0,False,black,30.45,10,1
2018-05-28,11,106.0,False,black,30.45,10,1
2018-06-04,11,41.0,False,black,23.9,10,1
2018-06-11,11,34.0,False,black,37.56,10,1
2018-06-18,11,26.0,False,black,30.55,10,1
2018-06-25,11,168.0,False,black,17.64,10,1
2018-07-02,11,231.0,False,black,20.45,10,1
2018-07-09,11,37.0,False,black,27.92,10,1
2018-07-16,11,34.0,False,black,30.14,10,1
2018-07-23,11,39.0,False,black,21.37,10,1
2018-07-30,11,167.0,False,black,20.05,10,1
2018-08-06,11,114.0,False,black,19.0,10,1
2018-08-13,11,95.0,False,black,18.1,10,1
2018-08-20,11,156.0,False,black,21.46,10,1
2018-08-27,11,42.0,False,black,21.99,10,1
2018-09-03,11,55.0,False,black,19.28,10,1
2018-09-10,11,54.0,False,black,19.61,10,1
2018-09-17,11,179.0,False,black,19.04,10,1
